,Borough,Neighborhood,ID,Name,Likes,Rating,Tips
157,Manhattan,Sutton Place,3fd66200f964a520adea1ee3,Mr. Chow,153,8.0,60
158,Queens,Sunnyside Gardens,4bb91c86b35776b0e5a1c901,Golden Wok,7,7.7,4
159,Brooklyn,Weeksville,4daa263f0cb6a89c62682125,Hardee,16,8.1,6
160,Staten Island,Manor Heights,4be75c8f2468c928fc720243,Tack's Chinese Take Out,7,7.1,8
161,Staten Island,Willowbrook,0,0,0,0,0
162,Staten Island,Willowbrook,0,0,0,0,0
163,Brooklyn,Homecrest,4b46743ff964a520892126e3,"Golden ""Z"" Restaurant",9,7.6,6
164,Brooklyn,Homecrest,4d28b924ebacb1f72efbf34f,Wing Hing Seafood Restaurant,25,6.4,15
165,Brooklyn,Homecrest,0,0,0,0,0
166,Brooklyn,Homecrest,0,0,0,0,0
167,Staten Island,Prince's Bay,0,0,0,0,0
168,Bronx,Allerton,0,0,0,0,0
169,Bronx,Kingsbridge Heights,4d965fd061a3a1cde4989a42,Lucky Star Chinese Restaurant,3,7.4,5
170,Bronx,Kingsbridge Heights,0,0,0,0,0
171,Brooklyn,Erasmus,4e10c87122713f7d7bcb9d1d,Kam Man Chinese Food,7,6.7,7
